ev;kategoria;indoklas;dijazott_azon;nev;szemely_nev;szemely_teljes_nev;nem;szuletesi_ev;szuletesi_datum;szuletesi_hely;szervezet_nev;rovidites;alapitas_eve;jelleg;hovatartozas_1;hovatartozas_2;hovatartozas_3;hovatartozas_4
1987;Kémiai;for their development and use of molecules with structure-specific interactions of high selectivity;268;Jean-Marie Lehn;Jean-Marie Lehn;Jean-Marie Lehn;férfi;;1939-09-30;Európa;;;;Személy;Université Louis Pasteur, Strasbourg, France;Collège de France, Paris, France;;
1987;Irodalmi;for an all-embracing authorship, imbued with clarity of thought and poetic intensity;664;Joseph Brodsky;Joseph Brodsky;Joseph Brodsky;férfi;;1940-05-24;Európa;;;;Személy;;;;
1987;Fizikai;for their important break-through in the discovery of superconductivity in ceramic materials;131;K. Alex Müller;K. Alex Müller;K. Alexander Müller;férfi;;1927-04-20;Európa;;;;Személy;IBM Zurich Research Laboratory, Rüschlikon, Switzerland;;;
1987;Béke;for his work for lasting peace in Central America;549;Oscar Arias Sánchez;Oscar Arias Sánchez;Oscar Arias Sánchez;férfi;;1940-09-13;Észak-Amerika;;;;Személy;;;;
1987;Közgazdasági;for his contributions to the theory of economic growth;701;Robert M. Solow;Robert M. Solow;Robert M. Solow;férfi;;1924-08-23;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
1987;Orvosi;for his discovery of the genetic principle for generation of antibody diversity;436;Susumu Tonegawa;Susumu Tonegawa;Susumu Tonegawa;férfi;;1939-09-05;Ázsia;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
1988;Orvosi;for their discoveries of important principles for drug treatment;439;George H. Hitchings;George H. Hitchings;George H. Hitchings;férfi;;1905-04-18;Észak-Amerika;;;;Személy;Wellcome Research Laboratories, Research Triangle Park, NC, USA;;;
1988;Orvosi;for their discoveries of important principles for drug treatment;438;Gertrude B. Elion;Gertrude B. Elion;Gertrude B. Elion;nő;;1918-01-23;Észak-Amerika;;;;Személy;Wellcome Research Laboratories, Research Triangle Park, NC, USA;;;
1988;Kémiai;for the determination of the three-dimensional structure of a photosynthetic reaction centre;272;Hartmut Michel;Hartmut Michel;Hartmut Michel;férfi;;1948-07-18;Európa;;;;Személy;Max-Planck-Institut für Biophysik, Frankfurt-on-the-Main, Germany;;;
1988;Fizikai;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino;134;Jack Steinberger;Jack Steinberger;Jack Steinberger;férfi;;1921-05-25;Európa;;;;Személy;CERN, Geneva, Switzerland;;;
1988;Kémiai;for the determination of the three-dimensional structure of a photosynthetic reaction centre;270;Johann Deisenhofer;Johann Deisenhofer;Johann Deisenhofer;férfi;;1943-09-30;Európa;;;;Személy;University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA;Howard Hughes Medical Institute, N/A;;
1988;Fizikai;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino;132;Leon M. Lederman;Leon M. Lederman;Leon M. Lederman;férfi;;1922-07-15;Észak-Amerika;;;;Személy;Fermi National Accelerator Laboratory, Batavia, IL, USA;;;
1988;Közgazdasági;for his pioneering contributions to the theory of markets and efficient utilization of resources;702;Maurice Allais;Maurice Allais;Maurice Allais;férfi;;1911-05-31;Európa;;;;Személy;École Nationale Supérieur des Mines de Paris, Paris, France;;;
1988;Fizikai;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino;133;Melvin Schwartz;Melvin Schwartz;Melvin Schwartz;férfi;;1932-11-02;Észak-Amerika;;;;Személy;Digital Pathways, Inc., Mountain View, CA, USA;;;
1988;Irodalmi;who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind;665;Naguib Mahfouz;Naguib Mahfouz;Naguib Mahfouz;férfi;;1911-12-11;Afrika;;;;Személy;;;;
1988;Kémiai;for the determination of the three-dimensional structure of a photosynthetic reaction centre;271;Robert Huber;Robert Huber;Robert Huber;férfi;;1937-02-20;Európa;;;;Személy;Max-Planck-Institut für Biochemie, Martinsried, Germany;;;
1988;Orvosi;for their discoveries of important principles for drug treatment;437;Sir James W. Black;Sir James W. Black;Sir James W. Black;férfi;;1924-06-14;Európa;;;;Személy;London University, King's College Hospital Medical School, London, United Kingdom;;;
1988;Béke;for preventing armed clashes and creating conditions for negotiations;550;United Nations Peacekeeping Forces;;;;;;;United Nations Peacekeeping Forces;;1948;Szervezet;;;;
1989;Irodalmi;for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability;666;Camilo José Cela;Camilo José Cela;Camilo José Cela;férfi;;1916-05-11;Európa;;;;Személy;;;;
1989;Fizikai;for the development of the ion trap technique;136;Hans G. Dehmelt;Hans G. Dehmelt;Hans G. Dehmelt;férfi;;1922-09-09;Európa;;;;Személy;University of Washington, Seattle, WA, USA;;;
1989;Orvosi;for their discovery of the cellular origin of retroviral oncogenes;441;Harold E. Varmus;Harold E. Varmus;Harold E. Varmus;férfi;;1939-12-18;Észak-Amerika;;;;Személy;University of California School of Medicine, San Francisco, CA, USA;;;
1989;Orvosi;for their discovery of the cellular origin of retroviral oncogenes;440;J. Michael Bishop;J. Michael Bishop;J. Michael Bishop;férfi;;1936-02-22;Észak-Amerika;;;;Személy;University of California School of Medicine, San Francisco, CA, USA;;;
1989;Fizikai;for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks;135;Norman F. Ramsey;Norman F. Ramsey;Norman F. Ramsey;férfi;;1915-08-27;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1989;Kémiai;for their discovery of catalytic properties of RNA;273;Sidney Altman;Sidney Altman;Sidney Altman;férfi;;1939-05-07;Észak-Amerika;;;;Személy;Yale University, New Haven, CT, USA;;;
1989;Béke;for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people;551;The 14th Dalai Lama ;The 14th Dalai Lama ;The 14th Dalai Lama (Tenzin Gyatso) ;férfi;;1935-07-06;Ázsia;;;;Személy;;;;
1989;Kémiai;for their discovery of catalytic properties of RNA;274;Thomas R. Cech;Thomas R. Cech;Thomas R. Cech;férfi;;1947-12-08;Észak-Amerika;;;;Személy;University of Colorado, Boulder, CO, USA;;;
1989;Közgazdasági;for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures;703;Trygve Haavelmo;Trygve Haavelmo;Trygve Haavelmo;férfi;;1911-12-13;Európa;;;;Személy;University of Oslo, Oslo, Norway;;;
1989;Fizikai;for the development of the ion trap technique;137;Wolfgang Paul;Wolfgang Paul;Wolfgang Paul;férfi;;1913-08-10;Európa;;;;Személy;University of Bonn, Bonn, Germany;;;
1990;Orvosi;for their discoveries concerning organ and cell transplantation in the treatment of human disease;443;E. Donnall Thomas;E. Donnall Thomas;E. Donnall Thomas;férfi;;1920-03-15;Észak-Amerika;;;;Személy;Fred Hutchinson Cancer Research Center, Seattle, WA, USA;;;
1990;Kémiai;for his development of the theory and methodology of organic synthesis;275;Elias James Corey;Elias James Corey;Elias James Corey;férfi;;1928-07-12;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1990;Közgazdasági;for their pioneering work in the theory of financial economics;704;Harry M. Markowitz;Harry M. Markowitz;Harry M. Markowitz;férfi;;1927-08-24;Észak-Amerika;;;;Személy;City University of New York, New York, NY, USA;;;
1990;Fizikai;for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics;139;Henry W. Kendall;Henry W. Kendall;Henry W. Kendall;férfi;;1926-12-09;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
1990;Fizikai;for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics;138;Jerome I. Friedman;Jerome I. Friedman;Jerome I. Friedman;férfi;;1930-03-28;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
1990;Orvosi;for their discoveries concerning organ and cell transplantation in the treatment of human disease;442;Joseph E. Murray;Joseph E. Murray;Joseph E. Murray;férfi;;1919-04-01;Észak-Amerika;;;;Személy;Brigham and Women's Hospital, Boston, MA, USA;;;
1990;Közgazdasági;for their pioneering work in the theory of financial economics;705;Merton H. Miller;Merton H. Miller;Merton H. Miller;férfi;;1923-05-16;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1990;Béke;for the leading role he played in the radical changes in East-West relations;552;Mikhail Gorbachev;Mikhail Gorbachev;Mikhail Sergeyevich Gorbachev;férfi;;1931-03-02;Európa;;;;Személy;;;;
1990;Irodalmi;for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity;667;Octavio Paz;Octavio Paz;Octavio Paz;férfi;;1914-03-31;Észak-Amerika;;;;Személy;;;;
1990;Fizikai;for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics;140;Richard E. Taylor;Richard E. Taylor;Richard E. Taylor;férfi;;1929-11-02;Észak-Amerika;;;;Személy;Stanford University, Stanford, CA, USA;;;
1990;Közgazdasági;for their pioneering work in the theory of financial economics;706;William F. Sharpe;William F. Sharpe;William F. Sharpe;férfi;;1934-06-16;Észak-Amerika;;;;Személy;Stanford University, Stanford, CA, USA;;;
1991;Béke;for her non-violent struggle for democracy and human rights;553;Aung San Suu Kyi ;Aung San Suu Kyi ;Aung San Suu Kyi ;nő;;1945-06-19;Ázsia;;;;Személy;;;;
1991;Orvosi;for their discoveries concerning the function of single ion channels in cells;445;Bert Sakmann;Bert Sakmann;Bert Sakmann;férfi;;1942-06-12;Európa;;;;Személy;Max-Planck-Institut für medizinische Forschung, Heidelberg, Germany;;;
1991;Orvosi;for their discoveries concerning the function of single ion channels in cells;444;Erwin Neher;Erwin Neher;Erwin Neher;férfi;;1944-03-20;Európa;;;;Személy;Max-Planck-Institut für Biophysikalische Chemie, Göttingen, Germany;;;
1991;Irodalmi;who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity;668;Nadine Gordimer;Nadine Gordimer;Nadine Gordimer;nő;;1923-11-20;Afrika;;;;Személy;;;;
1991;Fizikai;for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers;141;Pierre-Gilles de Gennes;Pierre-Gilles de Gennes;Pierre-Gilles de Gennes;férfi;;1932-10-24;Európa;;;;Személy;Collège de France, Paris, France;;;
1991;Kémiai;for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy;276;Richard R. Ernst;Richard R. Ernst;Richard R. Ernst;férfi;;1933-08-14;Európa;;;;Személy;Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology), Zurich, Switzerland;;;
1991;Közgazdasági;for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy;707;Ronald H. Coase;Ronald H. Coase;Ronald H. Coase;férfi;;1910-12-29;Európa;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1992;Irodalmi;for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment;669;Derek Walcott;Derek Walcott;Derek Walcott;férfi;;1930-01-23;Észak-Amerika;;;;Személy;;;;
1992;Orvosi;for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism;446;Edmond H. Fischer;Edmond H. Fischer;Edmond H. Fischer;férfi;;1920-04-06;Ázsia;;;;Személy;University of Washington, Seattle, WA, USA;;;
1992;Orvosi;for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism;447;Edwin G. Krebs;Edwin G. Krebs;Edwin G. Krebs;férfi;;1918-06-06;Észak-Amerika;;;;Személy;University of Washington, Seattle, WA, USA;;;
1992;Közgazdasági;for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour;708;Gary Becker;Gary Becker;Gary S. Becker;férfi;;1930-12-02;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1992;Fizikai;for his invention and development of particle detectors, in particular the multiwire proportional chamber;142;Georges Charpak;Georges Charpak;Georges Charpak;férfi;;1924-08-01;Európa;;;;Személy;École Supérieure de Physique et Chimie, Paris, France;CERN, Geneva, Switzerland;;
1992;Béke;for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples;554;Rigoberta Menchú Tum;Rigoberta Menchú Tum;Rigoberta Menchú Tum;nő;;1959-01-09;Észak-Amerika;;;;Személy;;;;
1992;Kémiai;for his contributions to the theory of electron transfer reactions in chemical systems;277;Rudolph A. Marcus;Rudolph A. Marcus;Rudolph A. Marcus;férfi;;1923-07-21;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
1993;Közgazdasági;for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change;710;Douglass C. North;Douglass C. North;Douglass C. North;férfi;;1920-11-05;Észak-Amerika;;;;Személy;Washington University, St. Louis, MO, USA;;;
1993;Béke;for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa;556;F.W. de Klerk;F.W. de Klerk;Frederik Willem de Klerk;férfi;;1936-03-18;Afrika;;;;Személy;;;;
1993;Fizikai;for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation;144;Joseph H. Taylor Jr.;Joseph H. Taylor Jr.;Joseph H. Taylor Jr.;férfi;;1941-03-29;Észak-Amerika;;;;Személy;Princeton University, Princeton, NJ, USA;;;
1993;Kémiai;for his invention of the polymerase chain reaction (PCR) method;278;Kary B. Mullis;Kary B. Mullis;Kary B. Mullis;férfi;;1944-12-28;Észak-Amerika;;;;Személy;;;;
