dal_azon;cim;hely_azon;hangszer1;hangszer2;hangszer3;hangszer4;hangszer5;hangszer6;hangszer7;hangszer8;mufaj1;mufaj2;mufaj3;mufaj4;tanc;felvetel_azon;youtube_id;kezdete;vege
974;peramaritikos-ikariotikos;1;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;974;Zy8tjrTf4sg;3486;3652
975;perasa-kalimerisa;62;Voice;Percussion;Floghera;Accordion;;;;;Traditional;Thracian;;;1;975;vLTBEHw011s;4402;4563
976;perdika;4;Voice;Violin;Guitar;Accordion;;;;;Traditional;Nisiotiko;Ionian;;1;976;t60GoECE0p8;1266;1421
977;perdika-ap-to-gialo;64;Voice;;;;;;;;Traditional;Macedonian;;;0;977;dIqJ-N3_Tso;1958;2152
978;perdika-kai-kynigos;;Voice;Percussion;Ney;Laouto;Guitar;Bass;;;Newer;;;;0;978;lBs4PyiRsIY;5730;5950
979;perdikomata;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;979;8gH9iexkXME;5392;5578
980;perikoklada;30;Voice;Violin;Tsampouna;Santouri;Percussion;Laouto;;;Traditional;Nisiotiko;Aegean;;1;980;jpktBKou-_E;6325;6456
981;persefoni-mou-glykia;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;981;IzjFkYASGbY;1479;1727
982;pes-mou-garyfalaki;74;Voice;Violin;Santouri;Percussion;Laouto;Guitar;;;Traditional;Nisiotiko;Euboean;;1;982;ozHAP8gMIY8;4637;4817
983;pes-mou-poios-einai-o-ponos-sou;;Voice;Violin;Santouri;Laouto;;;;;Rebetiko;;;;0;983;CPLOoAZonTI;1688;1897
984;petheriatiko;27;Trumpet;Trombone;Percussion;Klarino;;;;;Traditional;Macedonian;;;0;984;guoEekslQ2M;5931;6086
985;petroperdika;5;Violin;Santouri;Percussion;Oud;Laouto;Klarino;Kanonaki;Guitar;Traditional;Nisiotiko;Aegean;;0;985;J-PqcxTXtp4;5658;5857
986;pidichtos;72;Percussion;Lyra;Laouto;Guitar;Bass;;;;Traditional;Nisiotiko;Cretan;;1;986;lBs4PyiRsIY;6342;6562
987;pidichtos-2;72;Mandolin;Guitar;;;;;;;Traditional;Nisiotiko;Cretan;;1;987;e206O9UMfN0;3594;3868
988;pidichtos-3;72;Violin;Laouto;Guitar;;;;;;Traditional;Nisiotiko;Cretan;;1;988;e206O9UMfN0;6003;6477
989;pidichtos-rousiko;67;Violin;Santouri;Percussion;Laouto;Guitar;;;;Traditional;Nisiotiko;Aegean;;1;989;5z-ZGft2zCI;4238;4308
990;pies-glyko-krasi;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;990;GgGRYZMKezE;596;770
991;pigaina-to-dromo-dromo;17;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;991;8gH9iexkXME;5658;5768
992;pigki;2;Violin;Santouri;Percussion;Guitar;;;;;Traditional;Nisiotiko;Aegean;;1;992;mp1pK6b1Oho;4912;5121
993;pio-pera-apo-to-tzaneio;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;993;IzjFkYASGbY;5018;5171
994;piperi;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;994;niplI7Bv-30;5937;6093
995;pisokallotes;72;Voice;Lyra;Laouto;;;;;;Traditional;Nisiotiko;Cretan;;0;995;4mMJSlECbh4;6132;6334
996;pizzica-tarantata;66;Voice;Violin;Percussion;Guitar;;;;;Traditional;Southern-Italian;;;1;996;4mMJSlECbh4;4680;4925
997;pizzika-grika;66;Voice;Violin;Percussion;Guitar;Accordion;;;;Traditional;Southern-Italian;;;1;997;l2gUntzxeVc;5550;6017
998;plapoutas;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;998;6bLFhgwoKsY;1360;1459
999;platania-apo-to-metsovo-tou-diligianni;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;999;wFOvhBpFM1o;70;155
1000;platanios;74;Voice;;;;;;;;Traditional;Nisiotiko;Euboean;;1;1000;ozHAP8gMIY8;2492;2610
1001;plataniotikos;24;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1001;Uijl65qxrrg;181;544
1002;platanisios;33;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1002;jpktBKou-_E;1732;1846
1003;plevra;71;Santouri;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;0;1003;6ZDyC-wpRXM;109;156
1004;plomaritikos;2;Voice;Santouri;Percussion;Guitar;;;;;Traditional;Nisiotiko;Aegean;;0;1004;EoJoqvZukgw;2392;2453
1005;pobi-tou-ai-vasili-farasa-kappadokias;37;Voice;Tambouras;Percussion;Ney;;;;;Traditional;Mikrasiatiko;;;0;1005;Aws0Y3aLaIs;1083;1252
1006;pogonisia-gyrismata;17;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1006;qrOwc1mLFUk;6165;6411
1007;pogonisio-fillipos-rountas;71;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;1007;G9DwnuVgsVs;3981;4097
1008;pogonisios;17;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;1;1008;6ZDyC-wpRXM;5489;5606
1009;poia-einai-afti-pou-perase;26;Zournas;Voice;Percussion;;;;;;Traditional;Peloponnesian;;;1;1009;o4XzhbCL0QM;741;1039
1010;poios-asikis-san-ki-emena;;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;;;;0;1010;vJ4F64WkQA0;1058;1268
1011;poios-eide-psari-sti-thalassa;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;1011;6bLFhgwoKsY;1486;1525
1012;poios-eide-tetoio-thamasma;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;0;1012;GIOAt5GHt3I;4649;4837
1013;poios-itan-panastenaxe;69;Voice;Violin;Santouri;Laouto;;;;;Traditional;Peloponnesian;;;0;1013;U6oWHEVNvfY;1561;1732
1014;politiko-giannis-stamatiou-sporos;65;Guitar;Bouzouki;Bass;Accordion;;;;;Rebetiko;Mikrasiatiko;;;0;1014;L3fe3KGksU8;6008;6124
1015;politiko-syrto;19;Violin;Guitar;Cimbalom;Bass;Accordion;;;;Traditional;Mikrasiatiko;Politiko;;1;1015;TpK-XXFl51o;2888;3051
1016;politiko-syrto-2;19;Violin;Santouri;Laouto;;;;;;Traditional;Mikrasiatiko;Politiko;;0;1016;EoJoqvZukgw;10;204
1017;polka;46;Voice;Tsampouna;Percussion;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1017;5z-ZGft2zCI;4589;4657
1018;polla-eidane-ta-matia-mou-markos-vamvakaris;;Voice;Guitar;Bouzouki;Bass;Baglamas;Accordion;;;Rebetiko;;;;0;1018;ysRZQuuew_A;767;997
1019;polles-fores;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;1019;zkoqg3VRVLA;5197;5366
1020;ponemeni-kardia;72;Voice;Percussion;Ney;Laouto;Guitar;Bass;;;Rebetiko;Cretan;;;0;1020;lBs4PyiRsIY;1664;1884
1021;popse-christos-gennithike-kalanta-thrakis;62;Voice;Violin;Percussion;Oud;Lyra;Floghera;Accordion;;Traditional;Thracian;;;0;1021;fooYiNew79E;738;992
1022;pos-to-trivoun-to-piperi;71;Voice;Violin;Santouri;Laouto;;;;;Traditional;Epirotic;;;1;1022;Zy8tjrTf4sg;5567;5805
1023;pot-pouri;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1023;8gH9iexkXME;6380;6508
1024;potamia;71;Percussion;Laouto;Klarino;;;;;;Traditional;Epirotic;;;0;1024;tbbAWeVEHFQ;5782;5973
1025;potamiotiko-syrto;2;Violin;Santouri;Percussion;Oud;Klarino;Guitar;;;Traditional;Nisiotiko;Aegean;;0;1025;mp1pK6b1Oho;4704;4908
1026;pote-tha-rthei-i-anoixi;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Polyphonic;;1;1026;UaYoyQPZEuo;1822;2028
1027;pou-isoun-epses;62;Voice;Tsampouna;Percussion;Accordion;;;;;Traditional;Thracian;;;0;1027;vLTBEHw011s;3819;4063
1028;pou-isoun-epses-leventi-mou-strotos-gabrou;11;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;Vlachic;;1;1028;gMz1OBS9FlQ;3002;3214
1029;pou-isoun-epses-leventi-mou-syrtos-baniotikos;62;Voice;Violin;Percussion;Oud;Lyra;Accordion;;;Traditional;Thracian;;;1;1029;fooYiNew79E;2657;2906
1030;pou-teritzei-tragoudi-douleias;66;Voice;Violin;Mandolin;Guitar;Accordion;;;;Traditional;Southern-Italian;;;0;1030;l2gUntzxeVc;1369;1715
1031;pou-tha-me-pas;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;1031;zkoqg3VRVLA;1780;1947
1032;pou-tha-me-pas-2;;Voice;Guitar;;;;;;;Urban-folk;Urban-light;;;0;1032;vd8WTrc12Uo;3179;3458
1033;poulaki-eicha-sto-klouvi;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1033;FXS9jCtkFLk;6177;6262
1034;poulaki-fillipos-rountas;71;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;1034;G9DwnuVgsVs;3656;3765
1035;poulaki-mou;;Voice;Percussion;Mandolin;Laouto;Guitar;Bass;;;Newer;;;;0;1035;lBs4PyiRsIY;1358;1543
1036;poulaki-xeno;63;Voice;Violin;Santouri;Klarino;Guitar;Cimbalom;Bass;;Traditional;Central-Greek;;;1;1036;e5WVqHyTui4;4010;4282
1037;pramateftis-xeniteftis;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1037;_mUIVNdIJFU;1871;1957
1038;prevezaniko;39;Violin;Tambouras;Santouri;Percussion;Laouto;Klarino;;;Traditional;Epirotic;;;0;1038;6ZDyC-wpRXM;937;1107
1039;prevezaniko-2;39;Violin;Santouri;Percussion;Laouto;Klarino;;;;Urban-folk;Epirotic;;;0;1039;U6oWHEVNvfY;4522;4720
1040;prinianos;72;Percussion;Ney;Lyra;Laouto;Kanonaki;Bass;;;Traditional;Nisiotiko;Cretan;;0;1040;Dd0IreIlLJE;2974;3041
1041;prosfygaki;65;Voice;Violin;Tambouras;Santouri;Percussion;Oud;Klarino;;Traditional;Mikrasiatiko;;;0;1041;kJl_glSyJMo;755;944
1042;protochroniatika-kalanta;23;Voice;Violin;Mandolin;Laouto;Guitar;;;;Traditional;Nisiotiko;Ionian;;0;1042;Aws0Y3aLaIs;5115;5221
1043;protomagia-mou-ta-rixes-tsamikos;63;Voice;Violin;Percussion;Laouto;;;;;Traditional;Central-Greek;;;0;1043;EoJoqvZukgw;5284;5544
1044;protovrochi;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;1;1044;YEPmaDr_UMA;5660;5885
1045;psaraki;72;Voice;Violin;Laouto;Guitar;;;;;Traditional;Nisiotiko;Cretan;;1;1045;e206O9UMfN0;4673;4819
1046;psilovrechei;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;0;1046;GQoE6eVqP38;5493;5763
1047;pyrgousikos;;Violin;Tuba;Percussion;Laouto;Flute;Bassoon;;;Traditional;Arrangement;;;0;1047;k_U5rTSHIMo;5741;6048
1048;pyrgousikos-2;5;Violin;Santouri;Percussion;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1048;_mUIVNdIJFU;6324;6501
1049;pyrgousikos-3;5;Violin;Santouri;Percussion;Oud;Laouto;Klarino;Kanonaki;Guitar;Traditional;Nisiotiko;Aegean;;0;1049;J-PqcxTXtp4;5497;5600
1050;pyrgousikos-4;;Violin;Tuba;Percussion;Guitar;Flute;Bassoon;;;Traditional;Arrangement;;;0;1050;2_xwDiunBrs;3793;4101
1051;ra-kabana;;Voice;Violin;Percussion;Oud;Klarino;Guitar;Bass;;Traditional;Arvanitic;;;1;1051;g4hypPA6D9Y;3726;3846
1052;rachiotikos-ikariotikos;1;Violin;Tsampouna;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1052;Zy8tjrTf4sg;5984;6356
1053;rast;44;Zournas;Percussion;;;;;;;Traditional;Central-Greek;;;1;1053;5z-ZGft2zCI;1343;1542
1054;rast-2;44;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Central-Greek;;;1;1054;4yPS8r0qVTw;3193;3530
1055;rebati;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1055;EoJoqvZukgw;1922;2084
1056;rebetes-apostolos-chatzichristos-giorgos-fotidas;;Voice;Piano;Guitar;Bouzouki;Bass;Baglamas;Accordion;;Rebetiko;;;;0;1056;L3fe3KGksU8;1468;1687
1057;repanti;67;Violin;Santouri;Laouto;Bass;;;;;Traditional;Nisiotiko;Aegean;;1;1057;q9e6UQh6d0c;2477;2507
1058;retsina-mou-retsina-mou;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;1058;GgGRYZMKezE;901;1049
1059;rirolala-tarantela-pitsika;66;Voice;Percussion;Guitar;Accordion;;;;;Traditional;Southern-Italian;Polyphonic;;1;1059;l2gUntzxeVc;459;804
1060;rizitiko-2;35;Voice;;;;;;;;Traditional;Nisiotiko;Cretan;;0;1060;XpfvGga-5tU;5477;5610
1061;roman-chavasi;62;Violin;Percussion;Laouto;Klarino;Kanonaki;;;;Traditional;Thracian;;;0;1061;vLTBEHw011s;1747;1962
1062;romana;73;Voice;Lyra;Kanonaki;Bass;;;;;Traditional;Pontian;;;0;1062;Dd0IreIlLJE;1612;1815
1063;roubalia-garoufalia;65;Voice;Violin;Percussion;Laouto;Kanonaki;;;;Traditional;Mikrasiatiko;;;1;1063;ozHAP8gMIY8;4227;4376
1064;roumaniki-souita-2;76;Violin;Santouri;Guitar;Bass;Accordion;;;;Traditional;Romanian;;;0;1064;VrnG_gxNwH8;3348;3798
1065;rousa-papadia;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;1;1065;GIOAt5GHt3I;1297;1424
1066;rouses-mou;71;Voice;Violin;Percussion;Laouto;Klarino;Guitar;Bass;;Traditional;Epirotic;;;1;1066;g4hypPA6D9Y;5496;5609
1067;rumelaj;76;Voice;Violin;Tuba;Percussion;Laouto;Flute;Floghera;Bassoon;Traditional;Romanian;Polyphonic;;0;1067;k_U5rTSHIMo;4211;4421
1068;s-agapo-giati-eisai-oraia;13;Voice;Percussion;Oud;;;;;;Urban-folk;Mikrasiatiko;;;0;1068;-YUXPO1BSRw;1191;1489
1069;s-ena-paporo-mesa;70;Voice;Violin;Mandolin;Laouto;Guitar;;;;Traditional;Nisiotiko;Ionian;;0;1069;Aws0Y3aLaIs;2684;2931
1070;s-ena-vraho-fagomeno;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1070;vl46xtCpsEw;1041;1263
1071;sa-agapo-giati-eisai-oraia;13;Voice;Violin;Santouri;Guitar;Cimbalom;Bass;Accordion;;Urban-folk;Mikrasiatiko;;;0;1071;e5WVqHyTui4;1342;1562
1072;sa-deis-agapis-dakrya;72;Voice;Tambouras;Percussion;Ney;Guitar;;;;Urban-folk;Cretan;;;0;1072;XpfvGga-5tU;3985;4239
1073;sa-topia-t-emeterion;73;Voice;Lyra;;;;;;;Traditional;Pontian;;;1;1073;i6kJdvFwCoA;4110;4262
1074;sala-sala;19;Voice;Violin;Santouri;Percussion;Oud;Kanonaki;;;Traditional;Mikrasiatiko;Politiko;;1;1074;5fJXkyrSxo4;2439;2655
1075;salona;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;1;1075;GIOAt5GHt3I;5094;5253
1076;salonikiotiko-vaios-malliaras;64;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Macedonian;;;1;1076;G9DwnuVgsVs;1489;1635
1077;samiotissa;24;Voice;Violin;Trumpet;Santouri;Laouto;Klarino;Accordion;;Traditional;Nisiotiko;Aegean;;1;1077;Uijl65qxrrg;6374;6627
1078;san-eidane-ta-matia-mou;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;1078;6bLFhgwoKsY;1178;1264
1079;san-fyllo-kitrino;4;Voice;;;;;;;;Traditional;Nisiotiko;Ionian;Polyphonic;0;1079;t60GoECE0p8;4974;5104
1080;san-pas-pouli-mou-sti-fragkia;;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Sarakatsani;;;0;1080;cYE9_TXCmHs;4352;4583
1081;san-piga-sta-kalavryta;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;816;6bLFhgwoKsY;2174;2285
1082;san-pio-krasi-zalizomai;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;1081;GgGRYZMKezE;2766;2960
1083;san-ta-koritsia-pou-gelan;;Voice;Piano;Percussion;Bouzouki;Bass;Accordion;;;Newer;;;;0;1082;cKXi8_5_Rd4;5970;6183
1084;san-tha-pes-na-pas-stin-ameriki;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;1083;6bLFhgwoKsY;1729;1780
1085;san-tin-apopse-ti-vradia;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1084;FXS9jCtkFLk;4622;4802
1086;san-tis-smyrnis-to-giagkini;13;Voice;Violin;Percussion;Laouto;Klarino;Kanonaki;;;Traditional;Mikrasiatiko;;;0;1085;kJl_glSyJMo;4122;4417
1087;san-to-krasi-den-eisai-esy;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;1086;GgGRYZMKezE;1830;2107
1088;san-ton-karagkiozi;;Voice;Piano;Guitar;Bass;Accordion;;;;Newer;;;;0;1087;cKXi8_5_Rd4;3334;3519
1089;san-ton-metanasti;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1088;ysRZQuuew_A;6234;6479
1090;santu-paulu-miu-tarantela;66;Voice;Percussion;Guitar;Accordion;;;;;Traditional;Southern-Italian;;;1;1089;l2gUntzxeVc;2301;2465
1091;sarakatsaniko-tsamiko;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1090;8gH9iexkXME;5100;5315
1092;saranta-meres-kalanta-thrakis;62;Voice;Violin;Percussion;Oud;Lyra;Floghera;Accordion;;Traditional;Thracian;;;0;1091;fooYiNew79E;235;402
1093;saranta-mila;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;1092;4mMJSlECbh4;5547;5730
1094;saranta-mila-kokkina;73;Voice;Lyra;;;;;;;Traditional;Pontian;;;0;1093;i6kJdvFwCoA;313;368
1095;saranta-palikaria;6;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;1;1094;-Lae0QmE15A;257;367
1096;saranta-palikaria-2;69;Voice;Violin;Percussion;Oud;Laouto;Klarino;;;Traditional;Peloponnesian;;;1;1095;8gH9iexkXME;4048;4277
1097;sarantapente-kyriakes;71;Voice;Violin;Tambouras;Percussion;Laouto;;;;Traditional;Epirotic;;;0;1096;vzCauXf6VhE;2455;2661
1098;sarantapente-kyriakes-kathistiko;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;0;1097;wFOvhBpFM1o;3120;3375
1099;sarantapente-lemonies-tsamikos;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;1098;wFOvhBpFM1o;5142;5313
1100;sari-kouz;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;1;1099;LL6pe_UtAe0;4942;5077
1101;savvato-valane-vouli;26;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1100;o4XzhbCL0QM;3916;4042
1102;savvato-valane-vouli-2;69;Voice;Violin;Percussion;Laouto;Floghera;;;;Traditional;Peloponnesian;;;1;1101;cYE9_TXCmHs;5878;6040
1103;schiniatikos;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1102;_mUIVNdIJFU;279;371
1104;schiniatikos-pyrgi;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1103;_mUIVNdIJFU;1385;1564
1105;se-kainourgia-varka-bika;65;Voice;Violin;Santouri;Laouto;;;;;Traditional;Mikrasiatiko;;;1;1104;jpktBKou-_E;3384;3692
1106;se-kainouria-varka-bika;19;Voice;Santouri;Guitar;Bouzouki;Accordion;;;;Traditional;Mikrasiatiko;Politiko;;0;1105;YsKwj2MazAI;1191;1387
1107;se-marmarostrotes-avles;69;Voice;Violin;Santouri;Percussion;Laouto;;;;Traditional;Peloponnesian;;;0;1106;U6oWHEVNvfY;1866;2000
1108;se-pairno-dichos-fragko;;Voice;Santouri;Guitar;Bouzouki;Accordion;;;;Rebetiko;;;;0;1107;YsKwj2MazAI;2424;2558
1109;se-xechasa-de-se-pono;;Voice;Piano;Percussion;Mandolin;Bass;;;;Urban-folk;Urban-light;;;0;1108;lBs4PyiRsIY;2290;2432
1110;sehnaz-longa;78;Percussion;Oud;Klarino;Bass;;;;;Traditional;Turkish;;;0;1109;g4hypPA6D9Y;227;430
1111;sehnaz-longa-2;78;Violin;Santouri;Percussion;Laouto;Klarino;;;;Traditional;Turkish;;;0;1110;U6oWHEVNvfY;4802;4897
1112;selfo;71;Percussion;Laouto;Klarino;;;;;;Traditional;Epirotic;;;0;1111;tbbAWeVEHFQ;3112;3526
1113;selfo-2;39;Violin;Tambouras;Percussion;Laouto;;;;;Traditional;Epirotic;;;0;1112;vzCauXf6VhE;825;1134
1114;selfo-3;71;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;0;1113;GIOAt5GHt3I;2892;3090
1115;selfo-4;39;Violin;Percussion;Laouto;;;;;;Traditional;Epirotic;;;1;1114;ifRo_Z05kuQ;4768;4895
1116;sera;73;Voice;Tsampouna;Percussion;Lyra;;;;;Traditional;Pontian;;;1;1115;LL6pe_UtAe0;1650;1896
1117;seranitsa;73;Percussion;Lyra;Laouto;;;;;;Traditional;Pontian;;;1;1116;VmaUraZpvI8;5213;5362
1118;servikaki;62;Violin;Percussion;Laouto;Klarino;Kanonaki;;;;Traditional;Thracian;;;0;1117;vLTBEHw011s;3605;3716
1119;serviko;;Santouri;Guitar;Bouzouki;Accordion;;;;;Rebetiko;;;;0;1118;YsKwj2MazAI;2556;2651
1120;severi-meli-m-asias;65;Voice;Violin;Percussion;Laouto;Klarino;Kanonaki;;;Traditional;Mikrasiatiko;;;1;1119;kJl_glSyJMo;6107;6261
1121;sevillianes;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;1120;tzCMruLs9bM;42;240
1122;sevntas;16;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Polyphonic;;1;1121;UaYoyQPZEuo;4180;4332
1123;sfakianos;35;Percussion;Ney;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;1122;XpfvGga-5tU;5747;5891
1124;sfyrigma;;Whistling;;;;;;;;Traditional;;;;0;1123;ozHAP8gMIY8;1125;1200
1125;sgoure-vasilike-mou-balos;1;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1124;Zy8tjrTf4sg;3005;3195
1126;sia-ki-araxame;;Voice;Violin;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;1125;q9e6UQh6d0c;4021;4098
1127;siana;68;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Thessalic;;;0;1126;8gH9iexkXME;717;941
1128;sidirovergino-klouvi;16;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1127;UaYoyQPZEuo;4056;4180
1129;siga-tis-machairies;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;1128;zkoqg3VRVLA;2130;2361
1130;sigalia;27;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;1129;dIqJ-N3_Tso;185;323
1131;siganos-kontylies;72;Voice;Violin;Tambouras;Laouto;Floghera;;;;Traditional;Nisiotiko;Cretan;;1;1130;6ZDyC-wpRXM;3925;4114
1132;sik-sin-i-leilek-gosou;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;1;1131;i6kJdvFwCoA;3246;3420
1133;siko-kopela-mou;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;1132;pxhw04LZhiY;3122;3246
1134;sikonomai-mia-avgitsa;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1133;ifRo_Z05kuQ;5444;5591
1135;silyvriano-sousta;65;Violin;Laouto;;;;;;;Traditional;Mikrasiatiko;;;0;1134;Zy8tjrTf4sg;44;340
1136;silyvrianos;18;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1135;jpktBKou-_E;1641;1732
1137;silyvrianos-syrtos-2;67;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1136;EoJoqvZukgw;819;1008
1138;simera-christos-anesti;69;Voice;Violin;Santouri;Laouto;Klarino;Guitar;;;Traditional;Peloponnesian;;;1;1137;5z-ZGft2zCI;330;451
1139;simera-labei-o-ouranos;4;Voice;Violin;Guitar;Accordion;;;;;Traditional;Nisiotiko;Ionian;;1;1138;t60GoECE0p8;2721;2902
1140;simera-vgika-na-charo;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;0;1139;6bLFhgwoKsY;2946;3097
1141;simeris-vgika-na-charo;69;Voice;Violin;Laouto;;;;;;Traditional;Peloponnesian;;;1;1140;o4XzhbCL0QM;5703;5879
1142;sina-aftalikos;65;Voice;Violin;Tambouras;Santouri;Percussion;Oud;Klarino;;Traditional;Mikrasiatiko;;;1;1141;kJl_glSyJMo;2246;2470
1143;siniotikos;4;Violin;Guitar;Accordion;;;;;;Traditional;Nisiotiko;Ionian;;1;1142;t60GoECE0p8;6223;6420
1144;skantza-ntama;1;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1143;Zy8tjrTf4sg;5307;5465
1145;skaros;71;Violin;Laouto;Klarino;;;;;;Traditional;Epirotic;;;0;1144;FXS9jCtkFLk;981;1181
1146;skaros-2;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;0;1145;dIqJ-N3_Tso;3802;3927
1147;skaros-3;71;Laouto;Klarino;;;;;;;Traditional;Epirotic;;;0;1146;tbbAWeVEHFQ;1467;1756
1148;skaros-4;71;Violin;Tambouras;Laouto;;;;;;Traditional;Epirotic;;;0;1147;vzCauXf6VhE;5636;5882
1149;skaros-5;71;Violin;Laouto;;;;;;;Traditional;Epirotic;;;0;1148;EoJoqvZukgw;4398;4544
1150;skertsopetachto;13;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Mikrasiatiko;;;0;1149;TpK-XXFl51o;1581;1794
1151;sklaves-tou-pasa;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;0;1150;YEPmaDr_UMA;4516;4761
1152;skopos-agnostos;50;Tsampouna;Lyra;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;0;1151;4mMJSlECbh4;2819;2960
1153;skopos-charkitikos;32;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;0;1152;CJ7m2WduEh8;447;702
